movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
Born of War ,Action|Drama|Thriller|War,fight|mina|murder|revenge|terrorist,4.4,109.0,0.36363636363636365,0.20238095238095236,Action Drama Thriller War,fight mina murder revenge terrorist,born of war  fight mina murder revenge terrorist genre: Action Drama Thriller War
Capricorn One ,Action|Sci-Fi|Thriller,astronaut|hoax|journalist|mission|nasa,6.8,130.0,0.6753246753246752,0.244047619047619,Action Sci-Fi Thriller,astronaut hoax journalist mission nasa,capricorn one  astronaut hoax journalist mission nasa genre: Action Sci-Fi Thriller
Yoga Hosers ,Comedy|Fantasy|Horror|Thriller,part of trilogy|second part,4.8,88.0,0.4155844155844155,0.1607142857142857,Comedy Fantasy Horror Thriller,part of trilogy second part,yoga hosers  part of trilogy second part genre: Comedy Fantasy Horror Thriller
Navy Seals vs. Zombies ,Action|Horror,building|infection|navy seal|shot through the head|zombie,3.4,97.0,0.2337662337662337,0.17857142857142855,Action Horror,building infection navy seal shot through the head zombie,navy seals vs. zombies  building infection navy seal shot through the head zombie genre: Action Horror
I Served the King of England ,Comedy|Drama|Romance|War,hotel|legs|lingerie|waiter|wealth,7.4,113.0,0.7532467532467533,0.2103174603174603,Comedy Drama Romance War,hotel legs lingerie waiter wealth,i served the king of england  hotel legs lingerie waiter wealth genre: Comedy Drama Romance War
Soul Kitchen ,Comedy|Drama,2000s|burglar|chef|cook|restaurant,7.3,99.0,0.7402597402597402,0.18253968253968253,Comedy Drama,2000s burglar chef cook restaurant,soul kitchen  2000s burglar chef cook restaurant genre: Comedy Drama
Sling Blade ,Drama,friend|mental institution|murder|repair shop|small town,8.0,148.0,0.8311688311688311,0.2797619047619047,Drama,friend mental institution murder repair shop small town,sling blade  friend mental institution murder repair shop small town genre: Drama
The Awakening ,Horror|Thriller,boarding school|boy|british horror|ghost|school,6.5,107.0,0.6363636363636364,0.1984126984126984,Horror Thriller,boarding school boy british horror ghost school,the awakening  boarding school boy british horror ghost school genre: Horror Thriller
Hostel ,Horror,bratislava|hostel|sadistic horror|torture|travel,5.9,93.0,0.5584415584415584,0.1706349206349206,Horror,bratislava hostel sadistic horror torture travel,hostel  bratislava hostel sadistic horror torture travel genre: Horror
Tristram Shandy: A Cock and Bull Story ,Comedy|Drama,actor playing himself|battle|boots|penis|womb,6.8,94.0,0.6753246753246752,0.17261904761904762,Comedy Drama,actor playing himself battle boots penis womb,tristram shandy: a cock and bull story  actor playing himself battle boots penis womb genre: Comedy Drama
Take Shelter ,Drama|Thriller,ambiguous ending|firefly|mysterious event|schizophrenia|storm,7.4,121.0,0.7532467532467533,0.22619047619047616,Drama Thriller,ambiguous ending firefly mysterious event schizophrenia storm,take shelter  ambiguous ending firefly mysterious event schizophrenia storm genre: Drama Thriller
Lady in White ,Fantasy|Horror|Mystery|Thriller,1960s|boy|ghost|murder|small town,6.7,118.0,0.6623376623376623,0.22023809523809523,Fantasy Horror Mystery Thriller,1960s boy ghost murder small town,lady in white  1960s boy ghost murder small town genre: Fantasy Horror Mystery Thriller
Driving Lessons ,Comedy|Drama,actress|coming of age|retired actress|teenage boy|vomiting,6.8,98.0,0.6753246753246752,0.18055555555555552,Comedy Drama,actress coming of age retired actress teenage boy vomiting,driving lessons  actress coming of age retired actress teenage boy vomiting genre: Comedy Drama
Let's Kill Ward's Wife ,Comedy|Crime,apology|death|group of friends|sex|toilet,5.4,82.0,0.49350649350649356,0.14880952380952378,Comedy Crime,apology death group of friends sex toilet,let's kill ward's wife  apology death group of friends sex toilet genre: Comedy Crime
The Texas Chainsaw Massacre 2 ,Comedy|Horror,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,5.5,101.0,0.5064935064935064,0.18650793650793648,Comedy Horror,chainsaw chainsaw murder human monster music score composed by director obscene finger gesture,the texas chainsaw massacre 2  chainsaw chainsaw murder human monster music score composed by director obscene finger gesture genre: Comedy Horror
Pat Garrett & Billy the Kid ,Biography|Drama|Romance|Western,bare breasts|flogging|human branding|man slaps a woman|manhunt,7.4,106.0,0.7532467532467533,0.1964285714285714,Biography Drama Romance Western,bare breasts flogging human branding man slaps a woman manhunt,pat garrett & billy the kid  bare breasts flogging human branding man slaps a woman manhunt genre: Biography Drama Romance Western
Only God Forgives ,Crime|Drama,brutal cop|drug dealer|punishment|thai boxing|vengeance,5.7,90.0,0.5324675324675324,0.16468253968253965,Crime Drama,brutal cop drug dealer punishment thai boxing vengeance,only god forgives  brutal cop drug dealer punishment thai boxing vengeance genre: Crime Drama
Camping sauvage ,Drama,cabin|girl fight|jealousy|sailing boat|tent,5.4,79.0,0.49350649350649356,0.14285714285714285,Drama,cabin girl fight jealousy sailing boat tent,camping sauvage  cabin girl fight jealousy sailing boat tent genre: Drama
Without Men ,Comedy,bare chested male|journalist|passion|pregnancy|woman in underwear,3.2,87.0,0.20779220779220778,0.15873015873015872,Comedy,bare chested male journalist passion pregnancy woman in underwear,without men  bare chested male journalist passion pregnancy woman in underwear genre: Comedy
Dear Frankie ,Drama|Romance,boy|dock|letter|seaside|stranger,7.8,105.0,0.8051948051948051,0.19444444444444442,Drama Romance,boy dock letter seaside stranger,dear frankie  boy dock letter seaside stranger genre: Drama Romance
All Hat ,Western,contemporary west|cowboy|horse|jockey|neo western,5.3,89.0,0.48051948051948046,0.16269841269841268,Western,contemporary west cowboy horse jockey neo western,all hat  contemporary west cowboy horse jockey neo western genre: Western
The Names of Love ,Comedy|Drama|Romance,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,7.2,100.0,0.7272727272727273,0.1845238095238095,Comedy Drama Romance,activist promiscuous daughter promiscuous woman sex in a bed voyeurism,the names of love  activist promiscuous daughter promiscuous woman sex in a bed voyeurism genre: Comedy Drama Romance
Savage Grace ,Drama,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,5.9,97.0,0.5584415584415584,0.17857142857142855,Drama,incest male nudity older man younger woman relationship orgasm son murders mother,savage grace  incest male nudity older man younger woman relationship orgasm son murders mother genre: Drama
Out of the Blue ,Crime|Drama,true crime,7.3,100.0,0.7402597402597402,0.1845238095238095,Crime Drama,true crime,out of the blue  true crime genre: Crime Drama
Police Academy ,Comedy,misfit|police|police academy|police cadet|police officer,6.7,96.0,0.6623376623376623,0.17658730158730157,Comedy,misfit police police academy police cadet police officer,police academy  misfit police police academy police cadet police officer genre: Comedy
The Blue Lagoon ,Adventure|Drama|Romance,coming of age|island|poison|teenage boy|teenage girl,5.7,104.0,0.5324675324675324,0.19246031746031744,Adventure Drama Romance,coming of age island poison teenage boy teenage girl,the blue lagoon  coming of age island poison teenage boy teenage girl genre: Adventure Drama Romance
Four Weddings and a Funeral ,Comedy|Drama|Romance,1990s|chick flick|funeral|gay relationship|wedding,7.1,117.0,0.7142857142857142,0.21825396825396823,Comedy Drama Romance,1990s chick flick funeral gay relationship wedding,four weddings and a funeral  1990s chick flick funeral gay relationship wedding genre: Comedy Drama Romance
Fast Times at Ridgemont High ,Comedy|Drama,break up|california|high school|surfer|teacher,7.2,90.0,0.7272727272727273,0.16468253968253965,Comedy Drama,break up california high school surfer teacher,fast times at ridgemont high  break up california high school surfer teacher genre: Comedy Drama
Moby Dick ,Adventure|Drama,obsession|revenge|ship|whale|whaling,7.4,115.0,0.7532467532467533,0.21428571428571427,Adventure Drama,obsession revenge ship whale whaling,moby dick  obsession revenge ship whale whaling genre: Adventure Drama
25th Hour ,Drama,bar|dream|drug dealing|nightclub|widower,7.7,108.0,0.7922077922077921,0.20039682539682538,Drama,bar dream drug dealing nightclub widower,25th hour  bar dream drug dealing nightclub widower genre: Drama
Bound ,Crime|Drama|Romance|Thriller,gangster|lesbian|mafia|money|neo noir,7.4,109.0,0.7532467532467533,0.20238095238095236,Crime Drama Romance Thriller,gangster lesbian mafia money neo noir,bound  gangster lesbian mafia money neo noir genre: Crime Drama Romance Thriller
Requiem for a Dream ,Drama,addiction|diet pill|drug addiction|fast motion scene|heroin,8.4,102.0,0.8831168831168831,0.1884920634920635,Drama,addiction diet pill drug addiction fast motion scene heroin,requiem for a dream  addiction diet pill drug addiction fast motion scene heroin genre: Drama
State Fair ,Musical|Romance,fair|farm|iowa|newspaper|state fair,7.1,100.0,0.7142857142857142,0.1845238095238095,Musical Romance,fair farm iowa newspaper state fair,state fair  fair farm iowa newspaper state fair genre: Musical Romance
Tango ,Drama|Musical,dancer|director|love|musical filmmaking|tango,7.2,115.0,0.7272727272727273,0.21428571428571427,Drama Musical,dancer director love musical filmmaking tango,tango  dancer director love musical filmmaking tango genre: Drama Musical
Salvador ,Drama|History|Thriller|War,1980s|el salvador|political thriller|reagan administration|war journalism,7.5,122.0,0.7662337662337662,0.22817460317460314,Drama History Thriller War,1980s el salvador political thriller reagan administration war journalism,salvador  1980s el salvador political thriller reagan administration war journalism genre: Drama History Thriller War
Moms' Night Out ,Comedy,blogger|pastor|reference to the shawshank redemption|taser|tasered,5.4,98.0,0.49350649350649356,0.18055555555555552,Comedy,blogger pastor reference to the shawshank redemption taser tasered,moms' night out  blogger pastor reference to the shawshank redemption taser tasered genre: Comedy
Donnie Darko ,Drama|Sci-Fi|Thriller,1980s|death|insanity|parallel universe|time travel,8.1,133.0,0.844155844155844,0.25,Drama Sci-Fi Thriller,1980s death insanity parallel universe time travel,donnie darko  1980s death insanity parallel universe time travel genre: Drama Sci-Fi Thriller
Saving Private Perez ,Adventure|Comedy|Western,conflicted hero|flashback|mission|rescue|rescue mission,6.0,105.0,0.5714285714285714,0.19444444444444442,Adventure Comedy Western,conflicted hero flashback mission rescue rescue mission,saving private perez  conflicted hero flashback mission rescue rescue mission genre: Adventure Comedy Western
Character ,Crime|Drama|Mystery,bailiff|lawyer|office|police|school,7.8,122.0,0.8051948051948051,0.22817460317460314,Crime Drama Mystery,bailiff lawyer office police school,character  bailiff lawyer office police school genre: Crime Drama Mystery
Spun ,Comedy|Crime|Drama,male nudity|meth|meth lab|nudity|speed freak,6.8,106.0,0.6753246753246752,0.1964285714285714,Comedy Crime Drama,male nudity meth meth lab nudity speed freak,spun  male nudity meth meth lab nudity speed freak genre: Comedy Crime Drama
Life During Wartime ,Comedy|Drama,forgiveness|ghost|new jersey|pedophile|three sisters,6.5,98.0,0.6363636363636364,0.18055555555555552,Comedy Drama,forgiveness ghost new jersey pedophile three sisters,life during wartime  forgiveness ghost new jersey pedophile three sisters genre: Comedy Drama
Lady Vengeance ,Crime|Drama,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,7.7,112.0,0.7922077922077921,0.20833333333333331,Crime Drama,cake christian lesbian sex oral sex pregnant schoolgirl,lady vengeance  cake christian lesbian sex oral sex pregnant schoolgirl genre: Crime Drama
Mozart's Sister ,Biography|Drama|Music|Romance,mozart|musical prodigy|royal court|singer|talent,6.4,120.0,0.6233766233766234,0.2242063492063492,Biography Drama Music Romance,mozart musical prodigy royal court singer talent,mozart's sister  mozart musical prodigy royal court singer talent genre: Biography Drama Music Romance
Mean Machine ,Comedy|Drama|Sport,inmate|prison|prison guard|soccer|soccer star,6.5,99.0,0.6363636363636364,0.18253968253968253,Comedy Drama Sport,inmate prison prison guard soccer soccer star,mean machine  inmate prison prison guard soccer soccer star genre: Comedy Drama Sport
